eventID,specificEpithet,scientificName,scientificNameID,scientificAuthorityName,lifeStage,sex,taxonRank,taxonomicStatus,identificationQualifier,kingdom,phylum,class,order,family,genus,occurrenceID,occurrenceStatus,preservation
IYS2019-Kaganovsky-30-1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS2019-Kaganovsky-30-1-zoop_occ-2323,present,formalin
IYS2019-Kaganovsky-30-1,arctica,Dimophyes arctica,urn:lsid:marinespecies.org:taxname:135418,"(Chun, 1897)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Dimophyes,IYS2019-Kaganovsky-30-1-zoop_occ-2324,present,formalin
IYS2019-Kaganovsky-30-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2325,present,formalin
IYS2019-Kaganovsky-30-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2326,present,formalin
IYS2019-Kaganovsky-30-1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS2019-Kaganovsky-30-1-zoop_occ-2327,present,formalin
IYS2019-Kaganovsky-30-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2328,present,formalin
IYS2019-Kaganovsky-30-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2329,present,formalin
IYS2019-Kaganovsky-30-1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,IYS2019-Kaganovsky-30-1-zoop_occ-2330,present,formalin
IYS2019-Kaganovsky-30-1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",C5,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,IYS2019-Kaganovsky-30-1-zoop_occ-2331,present,formalin
IYS2019-Kaganovsky-30-1,divergens,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,"Bradford, 1971",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,IYS2019-Kaganovsky-30-1-zoop_occ-2332,present,formalin
IYS2019-Kaganovsky-30-1,marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,"Frost, 1974",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-30-1-zoop_occ-2333,present,formalin
IYS2019-Kaganovsky-30-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-30-1-zoop_occ-2334,present,formalin
IYS2019-Kaganovsky-30-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-30-1-zoop_occ-2335,present,formalin
IYS2019-Kaganovsky-30-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-30-1-zoop_occ-2336,present,formalin
IYS2019-Kaganovsky-30-1,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,juvenile,NA,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,NA,NA,NA,NA,IYS2019-Kaganovsky-30-1-zoop_occ-2337,present,formalin
IYS2019-Kaganovsky-30-1,NA,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",nauplius,NA,Class,accepted,NA,Animalia,Arthropoda,Copepoda,NA,NA,NA,IYS2019-Kaganovsky-30-1-zoop_occ-2338,present,formalin
IYS2019-Kaganovsky-30-1,elegans,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,"(Sars, 1866)",NA,NA,Species,accepted,NA,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,IYS2019-Kaganovsky-30-1-zoop_occ-2339,present,formalin
IYS2019-Kaganovsky-30-1,NA,Epicaridea,urn:lsid:marinespecies.org:taxname:13795,"Latreille, 1825",NA,NA,Suborder,accepted,NA,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,IYS2019-Kaganovsky-30-1-zoop_occ-2340,present,formalin
IYS2019-Kaganovsky-30-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",egg,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-30-1-zoop_occ-2341,present,formalin
IYS2019-Kaganovsky-30-1,borealis,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,IYS2019-Kaganovsky-30-1-zoop_occ-2342,present,formalin
IYS2019-Kaganovsky-30-1,NA,Halocyprididae,urn:lsid:marinespecies.org:taxname:127482,"Dana, 1853",<0.5mm,NA,Family,accepted,sp. indet.,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,IYS2019-Kaganovsky-30-1-zoop_occ-2343,present,formalin
IYS2019-Kaganovsky-30-1,helicina,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",NA,NA,Species,accepted,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,IYS2019-Kaganovsky-30-1-zoop_occ-2344,present,formalin
IYS2019-Kaganovsky-30-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-30-1-zoop_occ-2345,present,formalin
IYS2019-Kaganovsky-30-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-30-1-zoop_occ-2346,present,formalin
IYS2019-Kaganovsky-30-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-30-1-zoop_occ-2347,present,formalin
IYS2019-Kaganovsky-30-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-30-1-zoop_occ-2348,present,formalin
IYS2019-Kaganovsky-30-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-30-1-zoop_occ-2349,present,formalin
IYS2019-Kaganovsky-30-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-30-1-zoop_occ-2350,present,formalin
IYS2019-Kaganovsky-30-1,pusillus,Microcalanus pusillus,urn:lsid:marinespecies.org:taxname:157675,"Sars G.O., 1903",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2351,present,formalin
IYS2019-Kaganovsky-30-1,NA,Microcalanus,urn:lsid:marinespecies.org:taxname:104164,"Sars G.O., 1903",C5,M,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2352,present,formalin
IYS2019-Kaganovsky-30-1,NA,Microcalanus,urn:lsid:marinespecies.org:taxname:104164,"Sars G.O., 1903",C5,F,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2353,present,formalin
IYS2019-Kaganovsky-30-1,NA,Microcalanus,urn:lsid:marinespecies.org:taxname:104164,"Sars G.O., 1903",C4,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2354,present,formalin
IYS2019-Kaganovsky-30-1,rosea,Microsetella rosea,urn:lsid:marinespecies.org:taxname:116116,"(Dana, 1847)",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella,IYS2019-Kaganovsky-30-1-zoop_occ-2355,present,formalin
IYS2019-Kaganovsky-30-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2356,present,formalin
IYS2019-Kaganovsky-30-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2357,present,formalin
IYS2019-Kaganovsky-30-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2358,present,formalin
IYS2019-Kaganovsky-30-1,atlantica,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-30-1-zoop_occ-2359,present,formalin
IYS2019-Kaganovsky-30-1,similis,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,"Claus, 1866",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-30-1-zoop_occ-2360,present,formalin
IYS2019-Kaganovsky-30-1,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",C4,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-30-1-zoop_occ-2361,present,formalin
IYS2019-Kaganovsky-30-1,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",C5,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-30-1-zoop_occ-2362,present,formalin
IYS2019-Kaganovsky-30-1,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,"Boeck, 1865",C5,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2363,present,formalin
IYS2019-Kaganovsky-30-1,moultoni,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2364,present,formalin
IYS2019-Kaganovsky-30-1,newmani,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2365,present,formalin
IYS2019-Kaganovsky-30-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-30-1-zoop_occ-2366,present,formalin
IYS2019-Kaganovsky-30-1,antarcticus,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,IYS2019-Kaganovsky-30-1-zoop_occ-2367,present,formalin
IYS2019-Kaganovsky-30-1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",C5,NA,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,IYS2019-Kaganovsky-30-1-zoop_occ-2368,present,formalin
IYS2019-Kaganovsky-30-1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS2019-Kaganovsky-30-1-zoop_occ-2369,present,formalin
IYS2019-Kaganovsky-30-1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS2019-Kaganovsky-30-1-zoop_occ-2370,present,formalin
IYS2019-Kaganovsky-30-1,elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,"(Verrill, 1873)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS2019-Kaganovsky-30-1-zoop_occ-2371,present,formalin
IYS2019-Kaganovsky-30-1,inspinata,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",NA,F,Species,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS2019-Kaganovsky-30-1-zoop_occ-2372,present,formalin
IYS2019-Kaganovsky-30-1,inspinata,Thysanoessa inspinata,urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",NA,M,Species,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,IYS2019-Kaganovsky-30-1-zoop_occ-2373,present,formalin
IYS2019-Kaganovsky-30-1,septentrionalis,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",NA,NA,Species,accepted,NA,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,IYS2019-Kaganovsky-30-1-zoop_occ-2374,present,formalin
IYS2019-Kaganovsky-31-1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS2019-Kaganovsky-31-1-zoop_occ-2375,present,formalin
IYS2019-Kaganovsky-31-1,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,NA,NA,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,NA,NA,NA,NA,IYS2019-Kaganovsky-31-1-zoop_occ-2376,present,formalin
IYS2019-Kaganovsky-31-1,challengeri,Cyphocaris challengeri,urn:lsid:marinespecies.org:taxname:428630,"Stebbing, 1888",NA,NA,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,IYS2019-Kaganovsky-31-1-zoop_occ-2377,present,formalin
IYS2019-Kaganovsky-31-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2378,present,formalin
IYS2019-Kaganovsky-31-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2379,present,formalin
IYS2019-Kaganovsky-31-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2380,present,formalin
IYS2019-Kaganovsky-31-1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS2019-Kaganovsky-31-1-zoop_occ-2381,present,formalin
IYS2019-Kaganovsky-31-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2382,present,formalin
IYS2019-Kaganovsky-31-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2383,present,formalin
IYS2019-Kaganovsky-31-1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",C5,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,IYS2019-Kaganovsky-31-1-zoop_occ-2384,present,formalin
IYS2019-Kaganovsky-31-1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",C5,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,IYS2019-Kaganovsky-31-1-zoop_occ-2385,present,formalin
IYS2019-Kaganovsky-31-1,elongata,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,"(Esterly, 1913)",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,IYS2019-Kaganovsky-31-1-zoop_occ-2386,present,formalin
IYS2019-Kaganovsky-31-1,californiensis,Symbolophorus californiensis,urn:lsid:marinespecies.org:taxname:272733,"(Eigenmann & Eigenmann, 1889)",larva,NA,Species,accepted,NA,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Symbolophorus,IYS2019-Kaganovsky-31-1-zoop_occ-2387,present,formalin
IYS2019-Kaganovsky-31-1,NA,Vibilia,urn:lsid:marinespecies.org:taxname:101812,"H. Milne Edwards, 1830",NA,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,IYS2019-Kaganovsky-31-1-zoop_occ-2388,present,formalin
IYS2019-Kaganovsky-31-1,divergens,Aetideus divergens,urn:lsid:marinespecies.org:taxname:346076,"Bradford, 1971",C5,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,IYS2019-Kaganovsky-31-1-zoop_occ-2389,present,formalin
IYS2019-Kaganovsky-31-1,marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,"Frost, 1974",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-31-1-zoop_occ-2390,present,formalin
IYS2019-Kaganovsky-31-1,marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,"Frost, 1974",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-31-1-zoop_occ-2391,present,formalin
IYS2019-Kaganovsky-31-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-31-1-zoop_occ-2392,present,formalin
IYS2019-Kaganovsky-31-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-31-1-zoop_occ-2393,present,formalin
IYS2019-Kaganovsky-31-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-31-1-zoop_occ-2394,present,formalin
IYS2019-Kaganovsky-31-1,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,juvenile,NA,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,NA,NA,NA,NA,IYS2019-Kaganovsky-31-1-zoop_occ-2395,present,formalin
IYS2019-Kaganovsky-31-1,elegans,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,"(Sars, 1866)",NA,NA,Species,accepted,NA,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,IYS2019-Kaganovsky-31-1-zoop_occ-2396,present,formalin
IYS2019-Kaganovsky-31-1,NA,Epicaridea,urn:lsid:marinespecies.org:taxname:13795,"Latreille, 1825",NA,NA,Suborder,accepted,NA,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,IYS2019-Kaganovsky-31-1-zoop_occ-2397,present,formalin
IYS2019-Kaganovsky-31-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2398,present,formalin
IYS2019-Kaganovsky-31-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2399,present,formalin
IYS2019-Kaganovsky-31-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2400,present,formalin
IYS2019-Kaganovsky-31-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",egg,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-31-1-zoop_occ-2401,present,formalin
IYS2019-Kaganovsky-31-1,borealis,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,IYS2019-Kaganovsky-31-1-zoop_occ-2402,present,formalin
IYS2019-Kaganovsky-31-1,helicina,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",NA,NA,Species,accepted,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,IYS2019-Kaganovsky-31-1-zoop_occ-2403,present,formalin
IYS2019-Kaganovsky-31-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-31-1-zoop_occ-2404,present,formalin
IYS2019-Kaganovsky-31-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-31-1-zoop_occ-2405,present,formalin
IYS2019-Kaganovsky-31-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-31-1-zoop_occ-2406,present,formalin
IYS2019-Kaganovsky-31-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-31-1-zoop_occ-2407,present,formalin
IYS2019-Kaganovsky-31-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-31-1-zoop_occ-2408,present,formalin
IYS2019-Kaganovsky-31-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-31-1-zoop_occ-2409,present,formalin
IYS2019-Kaganovsky-31-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2410,present,formalin
IYS2019-Kaganovsky-31-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2411,present,formalin
IYS2019-Kaganovsky-31-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-31-1-zoop_occ-2412,present,formalin
