eventID,specificEpithet,scientificName,scientificNameID,scientificAuthorityName,lifeStage,sex,taxonRank,taxonomicStatus,identificationQualifier,kingdom,phylum,class,order,family,genus,occurrenceID,occurrenceStatus,preservation
IYS2019-Kaganovsky-9-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-9-1-zoop_occ-778,present,formalin
IYS2019-Kaganovsky-9-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-9-1-zoop_occ-779,present,formalin
IYS2019-Kaganovsky-9-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-9-1-zoop_occ-780,present,formalin
IYS2019-Kaganovsky-9-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-9-1-zoop_occ-781,present,formalin
IYS2019-Kaganovsky-9-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-9-1-zoop_occ-782,present,formalin
IYS2019-Kaganovsky-9-1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-9-1-zoop_occ-783,present,formalin
IYS2019-Kaganovsky-9-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-784,present,formalin
IYS2019-Kaganovsky-9-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-785,present,formalin
IYS2019-Kaganovsky-9-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-786,present,formalin
IYS2019-Kaganovsky-9-1,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-787,present,formalin
IYS2019-Kaganovsky-9-1,dioica,Oikopleura (Vexillaria) dioica,urn:lsid:marinespecies.org:taxname:103407,"Fol, 1872",NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,IYS2019-Kaganovsky-9-1-zoop_occ-788,present,formalin
IYS2019-Kaganovsky-9-1,atlantica,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-9-1-zoop_occ-789,present,formalin
IYS2019-Kaganovsky-9-1,similis,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,"Claus, 1866",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-9-1-zoop_occ-790,present,formalin
IYS2019-Kaganovsky-9-1,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",C5,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,IYS2019-Kaganovsky-9-1-zoop_occ-791,present,formalin
IYS2019-Kaganovsky-9-1,indicus,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,"Wolfenden, 1905",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,IYS2019-Kaganovsky-9-1-zoop_occ-792,present,formalin
IYS2019-Kaganovsky-9-1,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,"Boeck, 1865",C5,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,IYS2019-Kaganovsky-9-1-zoop_occ-793,present,formalin
IYS2019-Kaganovsky-9-1,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,"Boeck, 1865",C4,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,IYS2019-Kaganovsky-9-1-zoop_occ-794,present,formalin
IYS2019-Kaganovsky-9-1,moultoni,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-795,present,formalin
IYS2019-Kaganovsky-9-1,moultoni,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-796,present,formalin
IYS2019-Kaganovsky-9-1,newmani,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-797,present,formalin
IYS2019-Kaganovsky-9-1,newmani,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-798,present,formalin
IYS2019-Kaganovsky-9-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C4,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-799,present,formalin
IYS2019-Kaganovsky-9-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,F,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-800,present,formalin
IYS2019-Kaganovsky-9-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,M,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-801,present,formalin
IYS2019-Kaganovsky-9-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-802,present,formalin
IYS2019-Kaganovsky-9-1,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,IYS2019-Kaganovsky-9-1-zoop_occ-803,present,formalin
IYS2019-Kaganovsky-9-1,antarcticus,Racovitzanus antarcticus,urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,IYS2019-Kaganovsky-9-1-zoop_occ-804,present,formalin
IYS2019-Kaganovsky-9-1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",C5,NA,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,IYS2019-Kaganovsky-9-1-zoop_occ-805,present,formalin
IYS2019-Kaganovsky-9-1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",C6,F,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,IYS2019-Kaganovsky-9-1-zoop_occ-806,present,formalin
IYS2019-Kaganovsky-9-1,minor,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,"(Brady, 1883)",C4,NA,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,IYS2019-Kaganovsky-9-1-zoop_occ-807,present,formalin
IYS2019-Kaganovsky-9-1,NA,Siphonophorae,urn:lsid:marinespecies.org:taxname:1371,"Eschscholtz, 1829",larval colony,NA,Order,accepted,sp. indet.,Animalia,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,IYS2019-Kaganovsky-9-1-zoop_occ-808,present,formalin
IYS2019-Kaganovsky-9-1,NA,Tomopteris,urn:lsid:marinespecies.org:taxname:129715,"Eschscholtz, 1825",juvenile,NA,Genus,accepted,sp. indet.,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,IYS2019-Kaganovsky-9-1-zoop_occ-809,present,formalin
IYS2019-Kaganovsky-9-1,conifera,Triconia conifera,urn:lsid:marinespecies.org:taxname:128957,"(Giesbrecht, 1891)",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia,IYS2019-Kaganovsky-9-1-zoop_occ-810,present,formalin
IYS2019-Kaganovsky-9-1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS2019-Kaganovsky-9-1-zoop_occ-811,present,formalin
IYS2019-Kaganovsky-9-1,pyramidata,Clio pyramidata,urn:lsid:marinespecies.org:taxname:139033,"Linnaeus, 1767",NA,NA,Species,accepted,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,IYS2019-Kaganovsky-9-1-zoop_occ-812,present,formalin
IYS2019-Kaganovsky-9-1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS2019-Kaganovsky-9-1-zoop_occ-813,present,formalin
IYS2019-Kaganovsky-9-1,elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,"(Verrill, 1873)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS2019-Kaganovsky-9-1-zoop_occ-814,present,formalin
IYS2019-Kaganovsky-9-1,scrippsae,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,"(Alvariño, 1962)",NA,NA,Species,unaccepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,IYS2019-Kaganovsky-9-1-zoop_occ-815,present,formalin
IYS2019-Kaganovsky-9-1,crenularis,Tarletonbeania crenularis,urn:lsid:marinespecies.org:taxname:282927,"(Jordan & Gilbert, 1880)",larva,NA,Species,accepted,NA,Animalia,Chordata,Teleostei,Myctophiformes,Myctophidae,Tarletonbeania,IYS2019-Kaganovsky-9-1-zoop_occ-816,present,formalin
IYS2019-Kaganovsky-10-1,digitale,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,"(O. F. Müller, 1776)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,IYS2019-Kaganovsky-10-1-zoop_occ-817,present,formalin
IYS2019-Kaganovsky-10-1,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,NA,NA,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,NA,NA,NA,NA,IYS2019-Kaganovsky-10-1-zoop_occ-818,present,formalin
IYS2019-Kaganovsky-10-1,appendiculata,Chelophyes appendiculata,urn:lsid:marinespecies.org:taxname:135417,"(Eschscholtz, 1829)",NA,NA,Species,accepted,NA,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Chelophyes,IYS2019-Kaganovsky-10-1-zoop_occ-819,present,formalin
IYS2019-Kaganovsky-10-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-10-1-zoop_occ-820,present,formalin
IYS2019-Kaganovsky-10-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-10-1-zoop_occ-821,present,formalin
IYS2019-Kaganovsky-10-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-10-1-zoop_occ-822,present,formalin
IYS2019-Kaganovsky-10-1,hamata,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,"(Möbius, 1875)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,IYS2019-Kaganovsky-10-1-zoop_occ-823,present,formalin
IYS2019-Kaganovsky-10-1,pacifica,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",NA,NA,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,IYS2019-Kaganovsky-10-1-zoop_occ-824,present,formalin
IYS2019-Kaganovsky-10-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-825,present,formalin
IYS2019-Kaganovsky-10-1,cristatus,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,"(Krøyer, 1848)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-826,present,formalin
IYS2019-Kaganovsky-10-1,elegans,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,"(Verrill, 1873)",NA,NA,Species,accepted,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,IYS2019-Kaganovsky-10-1-zoop_occ-827,present,formalin
IYS2019-Kaganovsky-10-1,NA,Phronima,urn:lsid:marinespecies.org:taxname:101804,"Latreille, 1802",NA,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,Phronima,IYS2019-Kaganovsky-10-1-zoop_occ-828,present,formalin
IYS2019-Kaganovsky-10-1,abyssalis,Primno abyssalis,urn:lsid:marinespecies.org:taxname:421603,"(Bowman, 1968)",NA,F,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Phrosinidae,Primno,IYS2019-Kaganovsky-10-1-zoop_occ-829,present,formalin
IYS2019-Kaganovsky-10-1,aspera,Salpa aspera,urn:lsid:marinespecies.org:taxname:137270,"Chamisso, 1819",s0,NA,Species,accepted,sp. indet.,Animalia,Chordata,Thaliacea,Salpida,Salpidae,Salpa,IYS2019-Kaganovsky-10-1-zoop_occ-830,present,formalin
IYS2019-Kaganovsky-10-1,pacifica,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,"(Stebbing, 1888)",NA,F,Species,accepted,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,IYS2019-Kaganovsky-10-1-zoop_occ-831,present,formalin
IYS2019-Kaganovsky-10-1,septentrionalis,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",NA,NA,Species,accepted,NA,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,IYS2019-Kaganovsky-10-1-zoop_occ-832,present,formalin
IYS2019-Kaganovsky-10-1,NA,Vibilia,urn:lsid:marinespecies.org:taxname:101812,"H. Milne Edwards, 1830",NA,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Amphipoda,Vibiliidae,Vibilia,IYS2019-Kaganovsky-10-1-zoop_occ-833,present,formalin
IYS2019-Kaganovsky-10-1,NA,Atlanta,urn:lsid:marinespecies.org:taxname:137687,"Lesueur, 1817",NA,NA,Genus,accepted,sp. indet.,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,IYS2019-Kaganovsky-10-1-zoop_occ-834,present,formalin
IYS2019-Kaganovsky-10-1,similis,Bradyidius similis,urn:lsid:marinespecies.org:taxname:104283,"(Sars G.O., 1902)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,IYS2019-Kaganovsky-10-1-zoop_occ-835,present,formalin
IYS2019-Kaganovsky-10-1,marshallae,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,"Frost, 1974",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-10-1-zoop_occ-836,present,formalin
IYS2019-Kaganovsky-10-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C1,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-10-1-zoop_occ-837,present,formalin
IYS2019-Kaganovsky-10-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-10-1-zoop_occ-838,present,formalin
IYS2019-Kaganovsky-10-1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,"Leach, 1816",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,IYS2019-Kaganovsky-10-1-zoop_occ-839,present,formalin
IYS2019-Kaganovsky-10-1,styliremis,Calocalanus styliremis,urn:lsid:marinespecies.org:taxname:104673,"Giesbrecht, 1888",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-840,present,formalin
IYS2019-Kaganovsky-10-1,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,NA,juvenile,NA,Phylum,accepted,sp. indet.,Animalia,Chaetognatha,NA,NA,NA,NA,IYS2019-Kaganovsky-10-1-zoop_occ-841,present,formalin
IYS2019-Kaganovsky-10-1,arcuicornis,Clausocalanus arcuicornis,urn:lsid:marinespecies.org:taxname:104502,"(Dana, 1849)",C6,F,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-842,present,formalin
IYS2019-Kaganovsky-10-1,arcuicornis,Clausocalanus arcuicornis,urn:lsid:marinespecies.org:taxname:104502,"(Dana, 1849)",C6,M,Species,alternate representation,NA,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-843,present,formalin
IYS2019-Kaganovsky-10-1,NA,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-844,present,formalin
IYS2019-Kaganovsky-10-1,NA,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",C4,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-845,present,formalin
IYS2019-Kaganovsky-10-1,NA,Clausocalanus,urn:lsid:marinespecies.org:taxname:104161,"Giesbrecht, 1888",C5,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-846,present,formalin
IYS2019-Kaganovsky-10-1,NA,Copepoda,urn:lsid:marinespecies.org:taxname:1080,"Milne Edwards, 1840",nauplius,NA,Class,accepted,NA,Animalia,Arthropoda,Copepoda,NA,NA,NA,IYS2019-Kaganovsky-10-1-zoop_occ-847,present,formalin
IYS2019-Kaganovsky-10-1,elegans,Discoconchoecia elegans,urn:lsid:marinespecies.org:taxname:127782,"(Sars, 1866)",NA,NA,Species,accepted,NA,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,IYS2019-Kaganovsky-10-1-zoop_occ-848,present,formalin
IYS2019-Kaganovsky-10-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-10-1-zoop_occ-849,present,formalin
IYS2019-Kaganovsky-10-1,bungii,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,IYS2019-Kaganovsky-10-1-zoop_occ-850,present,formalin
IYS2019-Kaganovsky-10-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",calyptopsis,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-10-1-zoop_occ-851,present,formalin
IYS2019-Kaganovsky-10-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",egg,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-10-1-zoop_occ-852,present,formalin
IYS2019-Kaganovsky-10-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",furcillia,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-10-1-zoop_occ-853,present,formalin
IYS2019-Kaganovsky-10-1,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",nauplius,NA,Family,accepted,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,IYS2019-Kaganovsky-10-1-zoop_occ-854,present,formalin
IYS2019-Kaganovsky-10-1,borealis,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,"Lohmann, 1896",NA,NA,Species,accepted,NA,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,IYS2019-Kaganovsky-10-1-zoop_occ-855,present,formalin
IYS2019-Kaganovsky-10-1,NA,Halocyprididae,urn:lsid:marinespecies.org:taxname:127482,"Dana, 1853",<0.5mm,NA,Family,accepted,sp. indet.,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,NA,IYS2019-Kaganovsky-10-1-zoop_occ-856,present,formalin
IYS2019-Kaganovsky-10-1,helicina,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,"(Phipps, 1774)",NA,NA,Species,accepted,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,IYS2019-Kaganovsky-10-1-zoop_occ-857,present,formalin
IYS2019-Kaganovsky-10-1,flavicornis,Lucicutia flavicornis,urn:lsid:marinespecies.org:taxname:104597,"(Claus, 1863)",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,IYS2019-Kaganovsky-10-1-zoop_occ-858,present,formalin
IYS2019-Kaganovsky-10-1,flavicornis,Lucicutia flavicornis,urn:lsid:marinespecies.org:taxname:104597,"(Claus, 1863)",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia,IYS2019-Kaganovsky-10-1-zoop_occ-859,present,formalin
IYS2019-Kaganovsky-10-1,NA,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,"Bradford & Jillett, 1974",C3,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-860,present,formalin
IYS2019-Kaganovsky-10-1,NA,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,"Bradford & Jillett, 1974",C2,NA,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-861,present,formalin
IYS2019-Kaganovsky-10-1,tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,"(Dana, 1849)",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-862,present,formalin
IYS2019-Kaganovsky-10-1,tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,"(Dana, 1849)",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-863,present,formalin
IYS2019-Kaganovsky-10-1,tenucornis,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,"(Dana, 1849)",C6,M,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Mesocalanus,IYS2019-Kaganovsky-10-1-zoop_occ-864,present,formalin
IYS2019-Kaganovsky-10-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C4,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-10-1-zoop_occ-865,present,formalin
IYS2019-Kaganovsky-10-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C5,NA,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-10-1-zoop_occ-866,present,formalin
IYS2019-Kaganovsky-10-1,pacifica,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,F,Species,accepted,NA,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,IYS2019-Kaganovsky-10-1-zoop_occ-867,present,formalin
