eventID,verbatimIdentification,scientificName,scientificNameID,scientificNameAuthorship,lifeStage,sex,taxonRank,taxonomicStatus,identificationQualifier,kingdom,phylum,class,order,family,genus,identificationRemarks,previousIdentifications,specificEpithet,occurrenceID,occurrenceStatus,basisOfRecord
IYS2019-Kaganovsky-22-Bongo-1,Clione limacina,"Clione limacina (Phipps, 1774)",urn:lsid:marinespecies.org:taxname:139178,"Phipps, 1774",,,Species,accepted,,Animalia,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,,,limacina,IYS2019-Kaganovsky-22-Bongo-1-11,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Cyphocaris challengeri,"Cyphocaris challengeri (Stebbing, 1888)",urn:lsid:marinespecies.org:taxname:428630,"Stebbing, 1888",,,Species,accepted,,Animalia,Arthropoda,Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris,,,challengeri,IYS2019-Kaganovsky-22-Bongo-1-12,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Disconchoecia elegans,"Discoconchoecia elegans (Sars, 1866)",urn:lsid:marinespecies.org:taxname:127782,"Sars, 1866",,,Species,accepted,,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia,,,elegans,IYS2019-Kaganovsky-22-Bongo-1-13,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Epicarid isopod,"Epicaridea (Latreille, 1825)",urn:lsid:marinespecies.org:taxname:13795,"Latreille, 1825",,,Suborder,accepted,,Animalia,Arthropoda,Malacostraca,Isopoda,,,,,,IYS2019-Kaganovsky-22-Bongo-1-14,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-22-Bongo-1-15,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-22-Bongo-1-16,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-22-Bongo-1-17,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C5,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-22-Bongo-1-18,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-22-Bongo-1-19,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Eucalanus bungii,"Eucalanus bungii (Giesbrecht, 1893)",urn:lsid:marinespecies.org:taxname:196775,"Giesbrecht, 1893",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,,,bungii,IYS2019-Kaganovsky-22-Bongo-1-20,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Eukrohnia hamata,"Eukrohnia hamata (Möbius, 1875)",urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,,,hamata,IYS2019-Kaganovsky-22-Bongo-1-21,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Eukrohnia hamata,"Eukrohnia hamata (Möbius, 1875)",urn:lsid:marinespecies.org:taxname:105416,"Möbius, 1875",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,,,hamata,IYS2019-Kaganovsky-22-Bongo-1-22,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",adult,F,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2019-Kaganovsky-22-Bongo-1-23,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Euphausia pacifica,"Euphausia pacifica (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237851,"Hansen, 1911",adult,M,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,,,pacifica,IYS2019-Kaganovsky-22-Bongo-1-24,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Euphausiidae,"Euphausiidae (Dana, 1850)",urn:lsid:marinespecies.org:taxname:110671,"Dana, 1850",egg,,Family,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,,,,,IYS2019-Kaganovsky-22-Bongo-1-25,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Eusergestes similis,"Eusergestes similis (Hansen, 1903)",urn:lsid:marinespecies.org:taxname:514127,"Hansen, 1903",,,Species,accepted,,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,,,similis,IYS2019-Kaganovsky-22-Bongo-1-26,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Gaetanus intermedius,"Gaetanus simplex (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:346494,"Brodsky, 1950",C5,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,,,simplex,IYS2019-Kaganovsky-22-Bongo-1-27,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Gaetanus intermedius,"Gaetanus simplex (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:346494,"Brodsky, 1950",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Gaetanus,,,simplex,IYS2019-Kaganovsky-22-Bongo-1-28,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Halocyprididae sp.,"Halocyprididae (Dana, 1853)",urn:lsid:marinespecies.org:taxname:127482,"Dana, 1853",,,Family,accepted,sp. indet.,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-29,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Heterostylites longicornis,"Heterostylites longicornis (Giesbrecht, 1889)",urn:lsid:marinespecies.org:taxname:104586,"Giesbrecht, 1889",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Heterorhabdidae,Heterostylites,,,longicornis,IYS2019-Kaganovsky-22-Bongo-1-30,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Lensia baryi,"Lensia baryi (Totton, 1965)",urn:lsid:marinespecies.org:taxname:287249,"Totton, 1965",,,Species,unaccepted,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,,,baryi,IYS2019-Kaganovsky-22-Bongo-1-31,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Limacina helicina,"Limacina helicina (Phipps, 1774)",urn:lsid:marinespecies.org:taxname:140223,"Phipps, 1774",,,Species,accepted,,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,,,helicina,IYS2019-Kaganovsky-22-Bongo-1-32,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-22-Bongo-1-33,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-22-Bongo-1-34,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-22-Bongo-1-35,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Metridia pacifica,"Metridia pacifica (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:196784,"Brodsky, 1950",C6,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,,,pacifica,IYS2019-Kaganovsky-22-Bongo-1-36,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Metridia sp.,"Metridia (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C2,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-37,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Metridia sp.,"Metridia (Boeck, 1865)",urn:lsid:marinespecies.org:taxname:104190,"Boeck, 1865",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-38,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Nanomia bijuga,"Nanomia bijuga (Delle Chiaje, 1844)",urn:lsid:marinespecies.org:taxname:135495,"Delle Chiaje, 1844",,,Species,accepted,,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,,,bijuga,IYS2019-Kaganovsky-22-Bongo-1-39,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Neocalanus cristatus,"Neocalanus cristatus (Krøyer, 1848)",urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,,,cristatus,IYS2019-Kaganovsky-22-Bongo-1-40,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Neocalanus cristatus,"Neocalanus cristatus (Krøyer, 1848)",urn:lsid:marinespecies.org:taxname:104470,"Krøyer, 1848",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,,,cristatus,IYS2019-Kaganovsky-22-Bongo-1-41,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Neocalanus flemingeri/plumchrus C4-C6,"Neocalanus (Sars G.O., 1925)",urn:lsid:marinespecies.org:taxname:104155,"Sars G.O., 1925",C6,F,Genus,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus,,,,IYS2019-Kaganovsky-22-Bongo-1-42,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C1,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-22-Bongo-1-43,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C2,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-22-Bongo-1-44,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Neocalanus+Calanus C1-C3,"Calanidae (Dana, 1849)",urn:lsid:marinespecies.org:taxname:104079,"Dana, 1849",C3,,Family,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,,,,,IYS2019-Kaganovsky-22-Bongo-1-45,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Oikopleura dioica,"Oikopleura (Vexillaria) dioica (Fol, 1872)",urn:lsid:marinespecies.org:taxname:103407,"Fol, 1872",,,Species,accepted,,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,,,(Vexillaria),IYS2019-Kaganovsky-22-Bongo-1-46,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Oikopleura labradoriensis,"Oikopleura (Vexillaria) labradoriensis (Lohmann, 1892)",urn:lsid:marinespecies.org:taxname:103413,"Lohmann, 1892",,,Species,accepted,,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,,,(Vexillaria),IYS2019-Kaganovsky-22-Bongo-1-47,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Oithona atlantica,"Oithona atlantica (Farran, 1908)",urn:lsid:marinespecies.org:taxname:106642,"Farran, 1908",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,,,atlantica,IYS2019-Kaganovsky-22-Bongo-1-48,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Oithona similis,"Oithona similis (Claus, 1866)",urn:lsid:marinespecies.org:taxname:106656,"Claus, 1866",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,,,similis,IYS2019-Kaganovsky-22-Bongo-1-49,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Oithona sp.,"Oithona (Baird, 1843)",urn:lsid:marinespecies.org:taxname:106485,"Baird, 1843",C5,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-50,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Paracalanus indicus,"Paracalanus indicus (Wolfenden, 1905)",urn:lsid:marinespecies.org:taxname:104683,"Wolfenden, 1905",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus,,,indicus,IYS2019-Kaganovsky-22-Bongo-1-51,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Paraeuchaeta elongata,"Paraeuchaeta elongata (Esterly, 1913)",urn:lsid:marinespecies.org:taxname:196779,"Esterly, 1913",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,,,elongata,IYS2019-Kaganovsky-22-Bongo-1-52,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Paraeuchaeta elongata,"Paraeuchaeta elongata (Esterly, 1913)",urn:lsid:marinespecies.org:taxname:196779,"Esterly, 1913",C5,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,,,elongata,IYS2019-Kaganovsky-22-Bongo-1-53,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Paraeuchaeta elongata,"Paraeuchaeta elongata (Esterly, 1913)",urn:lsid:marinespecies.org:taxname:196779,"Esterly, 1913",C5,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,,,elongata,IYS2019-Kaganovsky-22-Bongo-1-54,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Paraeuchaeta elongata,"Paraeuchaeta elongata (Esterly, 1913)",urn:lsid:marinespecies.org:taxname:196779,"Esterly, 1913",C5,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,,,elongata,IYS2019-Kaganovsky-22-Bongo-1-55,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Paraeuchaeta elongata,"Paraeuchaeta elongata (Esterly, 1913)",urn:lsid:marinespecies.org:taxname:196779,"Esterly, 1913",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,,,elongata,IYS2019-Kaganovsky-22-Bongo-1-56,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Paraeuchaeta sp.,"Paraeuchaeta (Scott A., 1909)",urn:lsid:marinespecies.org:taxname:196874,"Scott A., 1909",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-57,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Parasagitta elegans,"Parasagitta elegans (Verrill, 1873)",urn:lsid:marinespecies.org:taxname:105440,"Verrill, 1873",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,,,elegans,IYS2019-Kaganovsky-22-Bongo-1-58,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Parasagitta elegans,"Parasagitta elegans (Verrill, 1873)",urn:lsid:marinespecies.org:taxname:105440,"Verrill, 1873",,,Species,accepted,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,,,elegans,IYS2019-Kaganovsky-22-Bongo-1-59,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Periphylla periphylla,"Periphylla periphylla (Péron & Lesueur, 1810)",urn:lsid:marinespecies.org:taxname:135294,"Péron & Lesueur, 1810",,,Species,accepted,,Animalia,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,,,periphylla,IYS2019-Kaganovsky-22-Bongo-1-60,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Pleuromamma scutullata,"Pleuromamma scutullata (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:354841,"Brodsky, 1950",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,,,scutullata,IYS2019-Kaganovsky-22-Bongo-1-61,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Pleuromamma scutullata,"Pleuromamma scutullata (Brodsky, 1950)",urn:lsid:marinespecies.org:taxname:354841,"Brodsky, 1950",C6,M,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,,,scutullata,IYS2019-Kaganovsky-22-Bongo-1-62,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Pleuromamma sp.,"Pleuromamma (Giesbrecht in Giesbrecht & Schmeil, 1898)",urn:lsid:marinespecies.org:taxname:104191,"Giesbrecht in Giesbrecht & Schmeil, 1898",C2,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-63,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Pleuromamma sp.,"Pleuromamma (Giesbrecht in Giesbrecht & Schmeil, 1898)",urn:lsid:marinespecies.org:taxname:104191,"Giesbrecht in Giesbrecht & Schmeil, 1898",C3,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-64,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Pseudocalanus moultoni,"Pseudocalanus moultoni (Frost, 1989)",urn:lsid:marinespecies.org:taxname:157678,"Frost, 1989",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,,,moultoni,IYS2019-Kaganovsky-22-Bongo-1-65,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Pseudocalanus newmani,"Pseudocalanus newmani (Frost, 1989)",urn:lsid:marinespecies.org:taxname:157679,"Frost, 1989",C6,F,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,,,newmani,IYS2019-Kaganovsky-22-Bongo-1-66,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C4,,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-67,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,F,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-68,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Pseudocalanus sp.,"Pseudocalanus (Boeck, 1872)",urn:lsid:marinespecies.org:taxname:104165,"Boeck, 1872",C5,M,Genus,accepted,sp. indet.,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-69,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Racovitzanus antarcticus,"Racovitzanus antarcticus (Giesbrecht, 1902)",urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",C4,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,,,antarcticus,IYS2019-Kaganovsky-22-Bongo-1-70,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Racovitzanus antarcticus,"Racovitzanus antarcticus (Giesbrecht, 1902)",urn:lsid:marinespecies.org:taxname:104784,"Giesbrecht, 1902",C5,,Species,accepted,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Racovitzanus,,,antarcticus,IYS2019-Kaganovsky-22-Bongo-1-71,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Scolecithricella minor,"Scolecithricella minor (Brady, 1883)",urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",C4,,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,,,minor,IYS2019-Kaganovsky-22-Bongo-1-72,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Scolecithricella minor,"Scolecithricella minor (Brady, 1883)",urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",C5,,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,,,minor,IYS2019-Kaganovsky-22-Bongo-1-73,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Scolecithricella minor,"Scolecithricella minor (Brady, 1883)",urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",C6,F,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,,,minor,IYS2019-Kaganovsky-22-Bongo-1-74,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Scolecithricella minor,"Scolecithricella minor (Brady, 1883)",urn:lsid:marinespecies.org:taxname:104811,"Brady, 1883",C6,M,Species,alternate representation,,Animalia,Arthropoda,Copepoda,Calanoida,Scolecitrichidae,Scolecithricella,,,minor,IYS2019-Kaganovsky-22-Bongo-1-75,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Siphonophore sp.,"Siphonophorae (Eschscholtz, 1829)",urn:lsid:marinespecies.org:taxname:1371,"Eschscholtz, 1829",larval colony,,Order,accepted,sp. indet.,Animalia,Cnidaria,Hydrozoa,Siphonophorae,,,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,,IYS2019-Kaganovsky-22-Bongo-1-76,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Tessarabrachion occulatum,"Tessarabrachion oculatum (Hansen, 1911)",urn:lsid:marinespecies.org:taxname:237870,"Hansen, 1911",adult,F,Species,accepted,,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Tessarabrachion,,,oculatum,IYS2019-Kaganovsky-22-Bongo-1-77,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Thysanoessa inspinata,"Thysanoessa inspinata (Nemoto, 1963)",urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",adult,F,Species,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,inspinata,IYS2019-Kaganovsky-22-Bongo-1-78,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Thysanoessa inspinata,"Thysanoessa inspinata (Nemoto, 1963)",urn:lsid:marinespecies.org:taxname:237872,"Nemoto, 1963",adult,M,Species,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,inspinata,IYS2019-Kaganovsky-22-Bongo-1-79,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Thysanoessa spinifera,"Thysanoessa spinifera (Holmes, 1900)",urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",adult,F,Species,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,spinifera,IYS2019-Kaganovsky-22-Bongo-1-80,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Thysanoessa spinifera,"Thysanoessa spinifera (Holmes, 1900)",urn:lsid:marinespecies.org:taxname:237874,"Holmes, 1900",adult,M,Species,accepted,sp. indet.,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,"Taxonomist suspects that the individuals are all a single species, but unsure which species.",,spinifera,IYS2019-Kaganovsky-22-Bongo-1-81,present,PreservedSpecimen
IYS2019-Kaganovsky-22-Bongo-1,Tomopteris septentrionalis,"Tomopteris septentrionalis (Steenstrup, 1849)",urn:lsid:marinespecies.org:taxname:131568,"Steenstrup, 1849",,,Species,accepted,,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,,,septentrionalis,IYS2019-Kaganovsky-22-Bongo-1-82,present,PreservedSpecimen
