eventID,eventDate,year,month,day,decimalLatitude,decimalLongitude,maximumDepthInMeters,sampleSizeValue,samplingEffort,sampleSizeUnit,fieldNotes,minimumDepthInMeters,footprintWKT,coordinateUncertaintyInMeters,geodeticDatum,language,modified,bibliographicCitation,datasetID,license,informationWithheld,institutionID,institutionCode
IYS2019-Kaganovsky-44-Bongo-1,2019-03-07T17:58:00Z,2019,3,7,50.666499999999999,-142.99950000000001,250,42.823511973511977,volume sewater filtered,cubic meters,,0,POINT  ( -142.99950000000001   50.666499999999999 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-45-Bongo-1,2019-03-08T02:35:00Z,2019,3,8,49.666666666666664,-142.99883333333332,250,44.316006294756299,volume sewater filtered,cubic meters,,0,POINT  ( -142.99883333333332   49.666666666666664 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-46-Bongo-1,2019-03-08T12:19:00Z,2019,3,8,48.667000000000002,-142.99700000000001,250,39.142377569877567,volume sewater filtered,cubic meters,,0,POINT  ( -142.99700000000001   48.667000000000002 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-47-Bongo-1,2019-03-08T20:30:00Z,2019,3,8,48.666666666666664,-141.50133333333332,250,40.128584064834065,volume sewater filtered,cubic meters,,0,POINT  ( -141.50133333333332   48.666666666666664 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-48-Bongo-1,2019-03-09T05:50:00Z,2019,3,9,49.666666666666664,-141.5,250,41.578887733887733,volume sewater filtered,cubic meters,,0,POINT  ( -141.5   49.666666666666664 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-49-Bongo-1,2019-03-09T14:20:00Z,2019,3,9,50.665833333333332,-141.49916666666667,250,33.689235774235776,volume sewater filtered,cubic meters,,0,POINT  ( -141.49916666666667   50.665833333333332 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-50-Bongo-1,2019-03-09T22:51:00Z,2019,3,9,51.664666666666669,-141.49816666666666,250,27.724532320782323,volume sewater filtered,cubic meters,,0,POINT  ( -141.49816666666666   51.664666666666669 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-53-Bongo-1,2019-03-10T23:07:00Z,2019,3,10,53.667833333333334,-140.00116666666668,250,40.318441999691998,volume sewater filtered,cubic meters,,0,POINT  ( -140.00116666666668   53.667833333333334 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-54-Bongo-1,2019-03-11T11:20:00Z,2019,3,11,52.666666666666664,-140,250,54.541965619465621,volume sewater filtered,cubic meters,,0,POINT  ( -140   52.666666666666664 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-55-Bongo-1,2019-03-11T22:24:00Z,2019,3,11,51.666666666666664,-139.99950000000001,250,49.0625,volume sewater filtered,cubic meters,,0,POINT  ( -139.99950000000001   51.666666666666664 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-56-Bongo-1,2019-03-12T15:50:00Z,2019,3,12,50.666666666666664,-140.00016666666667,250,40.851098983598988,volume sewater filtered,cubic meters,,0,POINT  ( -140.00016666666667   50.666666666666664 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-57-Bongo-1,2019-03-13T00:27:00Z,2019,3,13,50.666666666666664,-138.5,250,48.092069665819665,volume sewater filtered,cubic meters,,0,POINT  ( -138.5   50.666666666666664 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-58-Bongo-1,2019-03-13T18:08:00Z,2019,3,13,49.663666666666664,-138.49683333333334,250,36.505461807961808,volume sewater filtered,cubic meters,,0,POINT  ( -138.49683333333334   49.663666666666664 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-59-Bongo-1,2019-03-14T07:40:00Z,2019,3,14,48.666666666666664,-138.5,250,45.666107164857166,volume sewater filtered,cubic meters,,0,POINT  ( -138.5   48.666666666666664 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2019-Kaganovsky-60-Bongo-1,2019-03-14T15:59:00Z,2019,3,14,48.665666666666702,-139.994,250,49.0625,volume sewater filtered,cubic meters,,0,POINT  ( -139.994   48.665666666666702 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-1-Bongo-1,2020-03-13T02:45:00Z,2020,3,13,48.3975,-127.996116666667,250,96.72566938,volume seawater filtered,cubic meters,,0,POINT  ( -127.996116666667   48.3975 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-2-Bongo-1,2020-03-13T13:50:00Z,2020,3,13,48.3758333333333,-129.513333333333,250,88.15537424,volume seawater filtered,cubic meters,,0,POINT  ( -129.513333333333   48.3758333333333 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-3-Bongo-1,2020-03-15T17:10:00Z,2020,3,15,47.4338333333333,-136.958,250,79.91206883,volume seawater filtered,cubic meters,,0,POINT  ( -136.958   47.4338333333333 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-4-Bongo-1,2020-03-16T04:02:00Z,2020,3,16,47.4275,-138.468166666667,250,39.19130039,volume seawater filtered,cubic meters,,0,POINT  ( -138.468166666667   47.4275 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-5-Bongo-1,2020-03-16T15:55:00Z,2020,3,16,47.4275,-139.992333333333,250,62.3601044,volume seawater filtered,cubic meters,,0,POINT  ( -139.992333333333   47.4275 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-6-Bongo-1,2020-03-17T01:17:00Z,2020,3,17,47.425,-141.4795,250,48.49468538,volume seawater filtered,cubic meters,Decent angle on wire during bongo cast,0,POINT  ( -141.4795   47.425 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-7-Bongo-1,2020-03-17T09:59:00Z,2020,3,17,47.4325,-142.980833333333,250,43.64257983,volume seawater filtered,cubic meters,,0,POINT  ( -142.980833333333   47.4325 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-8-Bongo-1,2020-03-17T19:45:00Z,2020,3,17,48.3838333333333,-143.0095,250,49.16448691,volume seawater filtered,cubic meters,Issues with bongo tucking under the vessel; some brief pauses during net retrival,0,POINT  ( -143.0095   48.3838333333333 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-9-Bongo-1,2020-03-18T04:08:00Z,2020,3,18,48.4016666666667,-144.488,250,41.71228566,volume seawater filtered,cubic meters,,0,POINT  ( -144.488   48.4016666666667 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-10-Bongo-1,2020-03-18T12:49:00Z,2020,3,18,48.4213333333333,-145.994,250,37.23991011,volume seawater filtered,cubic meters,,0,POINT  ( -145.994   48.4213333333333 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-11-Bongo-1,2020-03-18T21:17:00Z,2020,3,18,48.4013333333333,-147.4955,250,45.33026872,volume seawater filtered,cubic meters,,0,POINT  ( -147.4955   48.4013333333333 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-12-Bongo-1,2020-03-19T06:10:00Z,2020,3,19,49.4176666666667,-147.534166666667,250,52.60315302,volume seawater filtered,cubic meters,Decent angle on wire during bongo cast,0,POINT  ( -147.534166666667   49.4176666666667 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-13-Bongo-1,2020-03-19T17:20:00Z,2020,3,19,50.4156666666667,-147.512666666667,250,60.51419468,volume seawater filtered,cubic meters,,0,POINT  ( -147.512666666667   50.4156666666667 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-14-Bongo-1,2020-03-20T05:22:00Z,2020,3,20,51.4173333333333,-147.500666666667,250,52.85103232,volume seawater filtered,cubic meters,,0,POINT  ( -147.500666666667   51.4173333333333 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-15-Bongo-1,2020-03-20T14:10:00Z,2020,3,20,51.4281666666667,-146.016166666667,250,50.90491607,volume seawater filtered,cubic meters,,0,POINT  ( -146.016166666667   51.4281666666667 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-16-Bongo-1,2020-03-21T01:10:00Z,2020,3,21,50.431,-146.005833333333,250,49.0625,volume seawater filtered,cubic meters,,0,POINT  ( -146.005833333333   50.431 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-21-Bongo-1,2020-03-21T09:55:00Z,2020,3,21,50.4173333333333,-144.5095,250,49.0625,volume seawater filtered,cubic meters,,0,POINT  ( -144.5095   50.4173333333333 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-22-Bongo-1,2020-03-21T19:05:00Z,2020,3,21,51.4911666666667,-144.538166666667,250,40.82097497,volume seawater filtered,cubic meters,,0,POINT  ( -144.538166666667   51.4911666666667 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-23-Bongo-1,2020-03-22T03:15:00Z,2020,3,22,51.4716666666667,-143.035,250,49.0625,volume seawater filtered,cubic meters,,0,POINT  ( -143.035   51.4716666666667 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-28-Bongo-1,2020-03-24T14:28:00Z,2020,3,24,54.4296666666667,-135.5465,250,36.92346845,volume seawater filtered,cubic meters,,0,POINT  ( -135.5465   54.4296666666667 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-P-Bongo-1,2020-03-24T22:27:00Z,2020,3,24,54.565,-134.048333333333,300,36.06380192,volume seawater filtered,cubic meters,,0,POINT  ( -134.048333333333   54.565 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-Q-Bongo-1,2020-03-26T10:41:00Z,2020,3,26,54.4046666666667,-132.415833333333,250,42.44537553,volume seawater filtered,cubic meters,,0,POINT  ( -132.415833333333   54.4046666666667 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-P PRIME-Bongo-1,2020-03-27T05:02:00Z,2020,3,27,54.405,-134.021666666667,250,37.57744789,volume seawater filtered,cubic meters,,0,POINT  ( -134.021666666667   54.405 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-S28-Bongo-1,2020-03-27T14:25:00Z,2020,3,27,53.43,-135.496666666667,250,40.29884622,volume seawater filtered,cubic meters,,0,POINT  ( -135.496666666667   53.43 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
IYS2020-Legacy-S27-Bongo-1,2020-03-27T20:52:00Z,2020,3,27,53.4195,-137.058666666667,250,41.62790122,volume seawater filtered,cubic meters,,0,POINT  ( -137.058666666667   53.4195 ),0,WGS84,en,2023-12-07,"Hunt, B., Mahara, N., & Pakhomov, E. (2023). Zooplankton Bongo Net Data from the 2019 and 2020 Gulf of Alaska International Year of the Salmon Expeditions [Data set]. North Pacific Anadromous Fish Commission. https://doi.org/10.21966/7cmt-ca72",https://doi.org/10.21966/7cmt-ca72,https://creativecommons.org/licenses/by/4.0/legalcode,"Contact data provider for information on abundance, sizes and biomass.",https://edmo.seadatanet.org/report/2220,UBC-EOAS
