eventID,lifeStage,sex,scientificName,scientificNameID,identificationQualifier,kingdom,phylum,class,order,family,genus,scientificNameAuthorship,taxonRank,taxonomicStatus,occurrenceRemarks,occurrenceID,occurrenceStatus,preparations,vernacularName,specificEpithet,reproductiveCondition,basisOfRecord
IYS:GoA2020:StnAK:bongo:Net1,egg,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,"Dana, 1852",Family,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:35,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,furcillia,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,"Dana, 1852",Family,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:36,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,nauplius,NA,Euphausiidae,urn:lsid:marinespecies.org:taxname:110671,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,"Dana, 1852",Family,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:37,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,NA,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,NA,Animalia,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria,"Lohmann, 1896",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:38,present,Formalin,NA,borealis,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,NA,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,NA,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,"(Phipps, 1774)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:39,present,Formalin,NA,helicina,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C2,NA,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,"Bradford & Jillett, 1974",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:40,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C3,NA,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,"Bradford & Jillett, 1974",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:41,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C1,NA,Mesocalanus,urn:lsid:marinespecies.org:taxname:104153,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,"Bradford & Jillett, 1974",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:42,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C4,NA,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,"(Dana, 1849)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:43,present,Formalin,NA,tenuicornis,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,F,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,"(Dana, 1849)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:44,present,Formalin,NA,tenuicornis,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C5,NA,Mesocalanus tenuicornis,urn:lsid:marinespecies.org:taxname:104468,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Mesocalanus,"(Dana, 1849)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:45,present,Formalin,NA,tenuicornis,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C4,NA,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Brodsky, 1950",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:46,present,Formalin,NA,pacifica,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C5,NA,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Brodsky, 1950",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:47,present,Formalin,NA,pacifica,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,F,Metridia pacifica,urn:lsid:marinespecies.org:taxname:196784,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Brodsky, 1950",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:48,present,Formalin,NA,pacifica,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C1,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Boeck, 1865",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:49,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C2,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Boeck, 1865",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:50,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C3,NA,Metridia,urn:lsid:marinespecies.org:taxname:104190,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,"Boeck, 1865",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:51,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C4,NA,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"(Krøyer, 1848)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:52,present,Formalin,NA,cristatus,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C3,NA,Neocalanus,urn:lsid:marinespecies.org:taxname:104155,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"Sars G.O., 1925",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:53,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,F,Oithona atlantica,urn:lsid:marinespecies.org:taxname:106642,NA,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,"Farran, 1908",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:54,present,Formalin,NA,atlantica,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,F,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,NA,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,"Claus, 1866",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:55,present,Formalin,NA,similis,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C4,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,sp. indet.,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,"Baird, 1843",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:56,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C5,NA,Oithona,urn:lsid:marinespecies.org:taxname:106485,sp. indet.,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,"Baird, 1843",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:57,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,F,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,"Wolfenden, 1905",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:58,present,Formalin,NA,indicus,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,M,Paracalanus indicus,urn:lsid:marinespecies.org:taxname:104683,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,"Wolfenden, 1905",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:59,present,Formalin,NA,indicus,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C5,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,"Boeck, 1865",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:60,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C4,NA,Paracalanus,urn:lsid:marinespecies.org:taxname:104196,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,"Boeck, 1865",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:61,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,F,Pseudocalanus mimus,urn:lsid:marinespecies.org:taxname:355067,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,"Frost, 1989",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:62,present,Formalin,NA,mimus,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,F,Pseudocalanus moultoni,urn:lsid:marinespecies.org:taxname:157678,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,"Frost, 1989",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:63,present,Formalin,NA,moultoni,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,F,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,"Frost, 1989",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:64,present,Formalin,NA,newmani,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,M,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,"Frost, 1989",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:65,present,Formalin,NA,newmani,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C4,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,"Boeck, 1872",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:66,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C3,NA,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,"Boeck, 1872",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:67,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C4,NA,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,"(Brady, 1883)",Species,alternate representation,NA,IYS:GoA2020:StnAK:bongo:Net1:68,present,Formalin,NA,minor,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C5,NA,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,"(Brady, 1883)",Species,alternate representation,NA,IYS:GoA2020:StnAK:bongo:Net1:69,present,Formalin,NA,minor,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,C6,F,Scolecithricella minor,urn:lsid:marinespecies.org:taxname:104811,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Scolecithricella,"(Brady, 1883)",Species,alternate representation,NA,IYS:GoA2020:StnAK:bongo:Net1:70,present,Formalin,NA,minor,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,larval colony,NA,Siphonophorae,urn:lsid:marinespecies.org:taxname:1371,sp. indet.,Animalia,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,"Eschscholtz, 1829",Order,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:71,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,<1mm,NA,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,"(Stebbing, 1888)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:72,present,Formalin,NA,pacifica,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,F,Themisto pacifica,urn:lsid:marinespecies.org:taxname:254453,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,"(Stebbing, 1888)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:73,present,Formalin,NA,pacifica,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,juvenile,NA,Tomopteris,urn:lsid:marinespecies.org:taxname:129715,sp. indet.,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,"Eschscholtz, 1825",Genus,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:74,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,trochophore,NA, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IYS:GoA2020:StnAK:bongo:Net1:75,present,Formalin,NA,,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,NA,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,"(O. F. Müller, 1776)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:76,present,Formalin,NA,digitale,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,NA,Doliolidae,urn:lsid:marinespecies.org:taxname:137215,sp. indet.,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,NA,"Bronn, 1862",Family,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:77,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,NA,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,"(Möbius, 1875)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:78,present,Formalin,NA,hamata,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,NA,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,"(Verrill, 1873)",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:79,present,Formalin,NA,elegans,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,NA,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,"(Alvariño, 1962)",Species,unaccepted,NA,IYS:GoA2020:StnAK:bongo:Net1:80,present,Formalin,NA,scrippsae,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,F,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,"Brandt, 1851",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:81,present,Formalin,NA,longipes,NA,PreservedSpecimen
IYS:GoA2020:StnAK:bongo:Net1,NA,NA,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,NA,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,"Steenstrup, 1849",Species,accepted,NA,IYS:GoA2020:StnAK:bongo:Net1:82,present,Formalin,NA,septentrionalis,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Agalma elegans,urn:lsid:marinespecies.org:taxname:135484,NA,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Agalma,"(Sars, 1846)",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:1,present,Formalin,NA,elegans,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,NA,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglantha,"(O. F. Müller, 1776)",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:2,present,Formalin,NA,digitale,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Cuninidae,urn:lsid:marinespecies.org:taxname:16845,sp. indet.,Animalia,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,NA,"Bigelow, 1913",Family,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:3,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Doliolidae,urn:lsid:marinespecies.org:taxname:137215,sp. indet.,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,NA,"Bronn, 1862",Family,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:4,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C5,F,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,"Giesbrecht, 1893",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:5,present,Formalin,NA,bungii,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C6,F,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,"Giesbrecht, 1893",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:6,present,Formalin,NA,bungii,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C6,M,Eucalanus bungii,urn:lsid:marinespecies.org:taxname:196775,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Eucalanidae,Eucalanus,"Giesbrecht, 1893",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:7,present,Formalin,NA,bungii,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Eukrohnia hamata,urn:lsid:marinespecies.org:taxname:105416,NA,Animalia,Chaetognatha,Sagittoidea,Phragmophora,Eukrohniidae,Eukrohnia,"(Möbius, 1875)",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:8,present,Formalin,NA,hamata,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Euphausia pacifica,urn:lsid:marinespecies.org:taxname:237851,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,"Hansen, 1911",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:9,present,Formalin,NA,pacifica,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Eusergestes similis,urn:lsid:marinespecies.org:taxname:514127,NA,Animalia,Arthropoda,Malacostraca,Decapoda,Sergestidae,Eusergestes,"(Hansen, 1903)",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:10,present,Formalin,NA,similis,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C6,F,Lophothrix frontalis,urn:lsid:marinespecies.org:taxname:104779,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Scolecitrichidae,Lophothrix,"Giesbrecht, 1895",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:11,present,Formalin,NA,frontalis,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C4,NA,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"(Krøyer, 1848)",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:12,present,Formalin,NA,cristatus,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C5,NA,Neocalanus cristatus,urn:lsid:marinespecies.org:taxname:104470,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,"(Krøyer, 1848)",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:13,present,Formalin,NA,cristatus,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Oikopleura (Vexillaria) labradoriensis,urn:lsid:marinespecies.org:taxname:103413,NA,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,"Lohmann, 1892",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:14,present,Formalin,NA,(Vexillaria),NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C5,M,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,"(Esterly, 1913)",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:15,present,Formalin,NA,elongata,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C6,F,Paraeuchaeta elongata,urn:lsid:marinespecies.org:taxname:196779,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,"(Esterly, 1913)",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:16,present,Formalin,NA,elongata,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,"(Verrill, 1873)",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:17,present,Formalin,NA,elegans,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Pseudosagitta scrippsae,urn:lsid:marinespecies.org:taxname:266259,NA,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,"(Alvariño, 1962)",Species,unaccepted,NA,IYS:GoA2020:StnAL:bongo:Net1:18,present,Formalin,NA,scrippsae,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,gas float,NA,Siphonophorae,urn:lsid:marinespecies.org:taxname:1371,sp. indet.,Animalia,Cnidaria,Hydrozoa,Siphonophorae,NA,NA,"Eschscholtz, 1829",Order,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:19,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Thysanoessa longipes,urn:lsid:marinespecies.org:taxname:237873,NA,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,"Brandt, 1851",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:20,present,Formalin,NA,longipes,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Tomopteris septentrionalis,urn:lsid:marinespecies.org:taxname:131568,NA,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae,Tomopteris,"Steenstrup, 1849",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:21,present,Formalin,NA,septentrionalis,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Atlanta inflata,urn:lsid:marinespecies.org:taxname:430413,NA,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,"J.E. Gray, 1850",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:22,present,Formalin,NA,inflata,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,NA,NA,Atlanta,urn:lsid:marinespecies.org:taxname:137687,sp. indet.,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta,"Lesueur, 1817",Genus,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:23,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C4,NA,Calanus marshallae,urn:lsid:marinespecies.org:taxname:196770,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,"Frost, 1974",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:24,present,Formalin,NA,marshallae,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C1,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,"Leach, 1816",Genus,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:25,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C2,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,"Leach, 1816",Genus,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:26,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C3,NA,Calanus,urn:lsid:marinespecies.org:taxname:104152,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Calanidae,Calanus,"Leach, 1816",Genus,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:27,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C6,F,Calocalanus styliremis,urn:lsid:marinespecies.org:taxname:104673,NA,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Calocalanus,"Giesbrecht, 1888",Species,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:28,present,Formalin,NA,styliremis,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,C3,NA,Candacia,urn:lsid:marinespecies.org:taxname:104157,sp. indet.,Animalia,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,"Dana, 1846",Genus,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:29,present,Formalin,NA,NA,NA,PreservedSpecimen
IYS:GoA2020:StnAL:bongo:Net1,juvenile,NA,Chaetognatha,urn:lsid:marinespecies.org:taxname:2081,sp. indet.,Animalia,Chaetognatha,NA,NA,NA,NA,NA,Phylum,accepted,NA,IYS:GoA2020:StnAL:bongo:Net1:30,present,Formalin,NA,NA,NA,PreservedSpecimen
